Location,parameter,value,unit,parameter,value ,unit ,parameter,value,unit,datetimeUtc,timezone
Heilbronn,co,300,µg/m3,no,23.1,µg/m3,no2,16.535,µg/m3,2023-04-01T17:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,36.8,µg/m3,no2,16.916,µg/m3,2023-04-01T18:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,2.9,µg/m3,no2,11.124,µg/m3,2023-04-01T19:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,1.8,µg/m3,no2,7.839,µg/m3,2023-04-01T20:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,1.8,µg/m3,no2,6.787,µg/m3,2023-04-01T21:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,12.7,µg/m3,no2,8.621,µg/m3,2023-04-01T22:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,47.3,µg/m3,no2,11.083,µg/m3,2023-04-01T23:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,62,µg/m3,no2,7.979,µg/m3,2023-04-02T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,53,µg/m3,no2,15.041,µg/m3,2023-04-02T01:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,36.9,µg/m3,no2,16.123,µg/m3,2023-04-02T02:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,26.9,µg/m3,no2,18.808,µg/m3,2023-04-02T03:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,16.4,µg/m3,no2,13.635,µg/m3,2023-04-02T04:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,18.5,µg/m3,no2,13.92,µg/m3,2023-04-02T05:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,16.2,µg/m3,no2,14.271,µg/m3,2023-04-02T06:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,32.5,µg/m3,no2,10.68,µg/m3,2023-04-02T07:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,29.1,µg/m3,no2,9.092,µg/m3,2023-04-02T08:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,13.8,µg/m3,no2,8.511,µg/m3,2023-04-02T09:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,17.4,µg/m3,no2,10.03,µg/m3,2023-04-02T10:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,12.8,µg/m3,no2,9.814,µg/m3,2023-04-02T11:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,16.7,µg/m3,no2,10.221,µg/m3,2023-04-02T12:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,16.3,µg/m3,no2,8.491,µg/m3,2023-04-02T13:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,19.7,µg/m3,no2,10.394,µg/m3,2023-04-02T14:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,19.4,µg/m3,no2,9.072,µg/m3,2023-04-02T15:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,6,µg/m3,no2,8.344,µg/m3,2023-04-02T16:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,3.1,µg/m3,no2,5.604,µg/m3,2023-04-02T17:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,1.3,µg/m3,no2,6.605,µg/m3,2023-04-02T18:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,0.7,µg/m3,no2,5.656,µg/m3,2023-04-02T19:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,4.3,µg/m3,no2,7.61,µg/m3,2023-04-02T20:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,14.1,µg/m3,no2,17.706,µg/m3,2023-04-02T21:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,37.7,µg/m3,no2,22.394,µg/m3,2023-04-02T22:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,39,µg/m3,no2,35.204,µg/m3,2023-04-02T23:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,21.5,µg/m3,no2,28.219,µg/m3,2023-04-03T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,23.6,µg/m3,no2,20.769,µg/m3,2023-04-03T01:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,26.3,µg/m3,no2,17.197,µg/m3,2023-04-03T02:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,19.1,µg/m3,no2,15.788,µg/m3,2023-04-03T03:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,11.4,µg/m3,no2,12.586,µg/m3,2023-04-03T04:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,24.5,µg/m3,no2,15.616,µg/m3,2023-04-03T05:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,12.9,µg/m3,no2,16.929,µg/m3,2023-04-03T06:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,23.9,µg/m3,no2,14.685,µg/m3,2023-04-03T07:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,15.9,µg/m3,no2,18.8,µg/m3,2023-04-03T08:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,16.1,µg/m3,no2,20.993,µg/m3,2023-04-03T09:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,8.9,µg/m3,no2,12.897,µg/m3,2023-04-03T10:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,6.2,µg/m3,no2,14.278,µg/m3,2023-04-03T11:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,6.6,µg/m3,no2,12.537,µg/m3,2023-04-03T12:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,9.8,µg/m3,no2,13.02,µg/m3,2023-04-03T13:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,7.2,µg/m3,no2,9.881,µg/m3,2023-04-03T14:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,2.2,µg/m3,no2,8.356,µg/m3,2023-04-03T15:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,0.8,µg/m3,no2,5.921,µg/m3,2023-04-03T16:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,4.8,µg/m3,no2,5.658,µg/m3,2023-04-03T17:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,21.5,µg/m3,no2,6.458,µg/m3,2023-04-03T18:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,66.7,µg/m3,no2,6.783,µg/m3,2023-04-03T19:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,64.9,µg/m3,no2,11.7,µg/m3,2023-04-03T20:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,19.9,µg/m3,no2,23.994,µg/m3,2023-04-03T21:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,11.9,µg/m3,no2,36.251,µg/m3,2023-04-03T22:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,15.4,µg/m3,no2,44.691,µg/m3,2023-04-03T23:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,18.2,µg/m3,no2,34.423,µg/m3,2023-04-04T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,21.7,µg/m3,no2,23.633,µg/m3,2023-04-04T01:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,21.2,µg/m3,no2,21.175,µg/m3,2023-04-04T02:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,18.1,µg/m3,no2,22.075,µg/m3,2023-04-04T03:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,17,µg/m3,no2,19.035,µg/m3,2023-04-04T04:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,28.6,µg/m3,no2,13.272,µg/m3,2023-04-04T05:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,32.8,µg/m3,no2,15.699,µg/m3,2023-04-04T06:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,19,µg/m3,no2,18.517,µg/m3,2023-04-04T07:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,17.1,µg/m3,no2,21.03,µg/m3,2023-04-04T08:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,31.5,µg/m3,no2,23.783,µg/m3,2023-04-04T09:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,42.3,µg/m3,no2,19.248,µg/m3,2023-04-04T10:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,44.1,µg/m3,no2,18.539,µg/m3,2023-04-04T11:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,10.9,µg/m3,no2,21.018,µg/m3,2023-04-04T12:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,2,µg/m3,no2,23.541,µg/m3,2023-04-04T13:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,1.2,µg/m3,no2,26.483,µg/m3,2023-04-04T14:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,0.7,µg/m3,no2,26.347,µg/m3,2023-04-04T15:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,1.6,µg/m3,no2,26.43,µg/m3,2023-04-04T16:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,2,µg/m3,no2,24.783,µg/m3,2023-04-04T17:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,2,µg/m3,no2,25.622,µg/m3,2023-04-04T18:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,2.5,µg/m3,no2,31.605,µg/m3,2023-04-04T19:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,4.3,µg/m3,no2,34.669,µg/m3,2023-04-04T20:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,3.7,µg/m3,no2,33.759,µg/m3,2023-04-04T21:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,5.3,µg/m3,no2,46.223,µg/m3,2023-04-04T22:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,5.8,µg/m3,no2,66.739,µg/m3,2023-04-04T23:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,5.1,µg/m3,no2,47.086,µg/m3,2023-04-05T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,3.1,µg/m3,no2,36.288,µg/m3,2023-04-05T01:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,5.7,µg/m3,no2,37.462,µg/m3,2023-04-05T03:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,4.6,µg/m3,no2,36.659,µg/m3,2023-04-05T04:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,4.2,µg/m3,no2,35.218,µg/m3,2023-04-05T05:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,6.8,µg/m3,no2,29.901,µg/m3,2023-04-05T06:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,9.4,µg/m3,no2,28.728,µg/m3,2023-04-05T07:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,6.7,µg/m3,no2,34.395,µg/m3,2023-04-05T08:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,7.5,µg/m3,no2,52.37,µg/m3,2023-04-05T09:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,1.5,µg/m3,no2,31.456,µg/m3,2023-04-05T10:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,0.9,µg/m3,no2,42.421,µg/m3,2023-04-05T11:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,0.2,µg/m3,no2,49.836,µg/m3,2023-04-05T12:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,5.6,µg/m3,no2,47.034,µg/m3,2023-04-05T13:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,11.1,µg/m3,no2,49.061,µg/m3,2023-04-05T14:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,21.1,µg/m3,no2,48.826,µg/m3,2023-04-05T15:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,11.6,µg/m3,no2,43.991,µg/m3,2023-04-05T16:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,11.5,µg/m3,no2,28.499,µg/m3,2023-04-05T17:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,20.3,µg/m3,no2,23.687,µg/m3,2023-04-05T18:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,17.5,µg/m3,no2,22.352,µg/m3,2023-04-05T19:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,23.6,µg/m3,no2,25.734,µg/m3,2023-04-05T20:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,20.3,µg/m3,no2,46.406,µg/m3,2023-04-05T21:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,20.2,µg/m3,no2,60.858,µg/m3,2023-04-05T22:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,27.5,µg/m3,no2,72.753,µg/m3,2023-04-05T23:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,17.9,µg/m3,no2,68.131,µg/m3,2023-04-06T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,16.4,µg/m3,no2,71.534,µg/m3,2023-04-06T01:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,22.5,µg/m3,no2,71.004,µg/m3,2023-04-06T02:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,27,µg/m3,no2,62.815,µg/m3,2023-04-06T03:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,29.8,µg/m3,no2,41.167,µg/m3,2023-04-06T04:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,35.1,µg/m3,no2,37.177,µg/m3,2023-04-06T05:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,4.7,µg/m3,no2,40.283,µg/m3,2023-04-06T06:00:00Z,Europe/Berlin
Heilbronn,co,700,µg/m3,no,2.2,µg/m3,no2,46.008,µg/m3,2023-04-06T07:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,1.6,µg/m3,no2,58.729,µg/m3,2023-04-06T08:00:00Z,Europe/Berlin
Heilbronn,co,700,µg/m3,no,1.2,µg/m3,no2,60.607,µg/m3,2023-04-06T09:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,2.4,µg/m3,no2,59.413,µg/m3,2023-04-06T10:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,5,µg/m3,no2,60.665,µg/m3,2023-04-06T11:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,6.8,µg/m3,no2,61.374,µg/m3,2023-04-06T12:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,5.4,µg/m3,no2,39.229,µg/m3,2023-04-06T13:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,6.9,µg/m3,no2,40.067,µg/m3,2023-04-06T14:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,7.6,µg/m3,no2,34.806,µg/m3,2023-04-06T15:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,7.6,µg/m3,no2,17.042,µg/m3,2023-04-06T16:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,8,µg/m3,no2,14.36,µg/m3,2023-04-06T17:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,7,µg/m3,no2,15.502,µg/m3,2023-04-06T18:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,8.9,µg/m3,no2,14.083,µg/m3,2023-04-06T19:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,5.2,µg/m3,no2,12.117,µg/m3,2023-04-06T20:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,4.9,µg/m3,no2,11.103,µg/m3,2023-04-06T21:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,5.7,µg/m3,no2,14.849,µg/m3,2023-04-06T22:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,11.3,µg/m3,no2,13.902,µg/m3,2023-04-06T23:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,5.4,µg/m3,no2,19.24,µg/m3,2023-04-07T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,8.3,µg/m3,no2,21.092,µg/m3,2023-04-07T01:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,10.5,µg/m3,no2,15.145,µg/m3,2023-04-07T02:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,10.5,µg/m3,no2,17.717,µg/m3,2023-04-07T03:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,2.3,µg/m3,no2,12.465,µg/m3,2023-04-07T04:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,2,µg/m3,no2,13.397,µg/m3,2023-04-07T05:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,4.2,µg/m3,no2,24.992,µg/m3,2023-04-07T06:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,3.9,µg/m3,no2,14.679,µg/m3,2023-04-07T07:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,3.9,µg/m3,no2,30.584,µg/m3,2023-04-07T08:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,1.5,µg/m3,no2,33.309,µg/m3,2023-04-07T09:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,3.7,µg/m3,no2,20.343,µg/m3,2023-04-07T10:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,4.8,µg/m3,no2,27.008,µg/m3,2023-04-07T11:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,3.3,µg/m3,no2,28.953,µg/m3,2023-04-07T12:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,4.4,µg/m3,no2,29.371,µg/m3,2023-04-07T13:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,5.5,µg/m3,no2,28.606,µg/m3,2023-04-07T14:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,5.9,µg/m3,no2,30.242,µg/m3,2023-04-07T15:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,5.2,µg/m3,no2,24.335,µg/m3,2023-04-07T16:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,6.6,µg/m3,no2,26.102,µg/m3,2023-04-07T17:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,7.6,µg/m3,no2,18.6,µg/m3,2023-04-07T18:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,6,µg/m3,no2,18.256,µg/m3,2023-04-07T19:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,9.7,µg/m3,no2,29.051,µg/m3,2023-04-07T20:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,11,µg/m3,no2,31.232,µg/m3,2023-04-07T21:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,16.9,µg/m3,no2,26.673,µg/m3,2023-04-07T22:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,26.5,µg/m3,no2,24.959,µg/m3,2023-04-07T23:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,30.9,µg/m3,no2,25.451,µg/m3,2023-04-08T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,3.7,µg/m3,no2,27.095,µg/m3,2023-04-08T01:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,3.6,µg/m3,no2,22.819,µg/m3,2023-04-08T02:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,3.3,µg/m3,no2,19.534,µg/m3,2023-04-08T03:00:00Z,Europe/Berlin
